station_id,station_name,date,temp_day_avg_C,total_rain_mm,new_snow_height_cm,sunlight_h
_1895,LJUBLJANA - BEŽIGRAD,2000-10-26,11.8,0.0,0.0,7.4
_1895,LJUBLJANA - BEŽIGRAD,2000-10-27,9.8,0.0,0.0,0.0
_1895,LJUBLJANA - BEŽIGRAD,2000-10-28,9.1,0.1,0.0,6.5
_1895,LJUBLJANA - BEŽIGRAD,2000-10-29,12.0,0.0,0.0,5.5
_1895,LJUBLJANA - BEŽIGRAD,2000-10-30,13.7,0.0,0.0,1.5
_1895,LJUBLJANA - BEŽIGRAD,2000-10-31,15.3,5.8,0.0,3.6
_1895,LJUBLJANA - BEŽIGRAD,2000-11-01,11.0,5.6,0.0,1.5
_1895,LJUBLJANA - BEŽIGRAD,2000-11-02,10.4,9.9,0.0,1.8
_1895,LJUBLJANA - BEŽIGRAD,2000-11-03,11.6,5.9,0.0,0.0
_1895,LJUBLJANA - BEŽIGRAD,2000-11-04,9.4,30.3,0.0,0.0
_1895,LJUBLJANA - BEŽIGRAD,2000-11-05,8.5,23.6,0.0,0.8
_1895,LJUBLJANA - BEŽIGRAD,2000-11-06,9.4,6.9,0.0,0.0
_1895,LJUBLJANA - BEŽIGRAD,2000-11-07,10.1,38.7,0.0,4.0
_1895,LJUBLJANA - BEŽIGRAD,2000-11-08,8.0,16.5,0.0,1.2
_1895,LJUBLJANA - BEŽIGRAD,2000-11-09,8.2,24.6,0.0,2.8
_1895,LJUBLJANA - BEŽIGRAD,2000-11-10,5.6,7.2,0.0,2.0
_1895,LJUBLJANA - BEŽIGRAD,2000-11-11,3.8,0.3,0.0,0.3
_1895,LJUBLJANA - BEŽIGRAD,2000-11-12,6.6,0.0,0.0,1.5
_1895,LJUBLJANA - BEŽIGRAD,2000-11-13,11.2,0.9,0.0,0.0
_1895,LJUBLJANA - BEŽIGRAD,2000-11-14,16.5,8.7,0.0,4.4
_1895,LJUBLJANA - BEŽIGRAD,2000-11-15,13.9,1.0,0.0,1.2
_1895,LJUBLJANA - BEŽIGRAD,2000-11-16,12.2,35.7,0.0,0.2
_1895,LJUBLJANA - BEŽIGRAD,2000-11-17,10.7,7.0,0.0,0.0
_1895,LJUBLJANA - BEŽIGRAD,2000-11-18,8.7,15.4,0.0,0.0
_1895,LJUBLJANA - BEŽIGRAD,2000-11-19,5.7,2.3,0.0,0.0
_1895,LJUBLJANA - BEŽIGRAD,2000-11-20,6.7,5.5,0.0,0.0
_1895,LJUBLJANA - BEŽIGRAD,2000-11-21,9.6,23.7,0.0,0.0
_1895,LJUBLJANA - BEŽIGRAD,2000-11-22,8.3,12.8,0.0,0.1
_1895,LJUBLJANA - BEŽIGRAD,2000-11-23,7.6,0.1,0.0,0.0
_1895,LJUBLJANA - BEŽIGRAD,2000-11-24,8.1,0.0,0.0,0.1
_1895,LJUBLJANA - BEŽIGRAD,2000-11-25,9.3,20.9,0.0,0.0
_1895,LJUBLJANA - BEŽIGRAD,2000-11-26,8.1,8.9,0.0,1.8
_1895,LJUBLJANA - BEŽIGRAD,2000-11-27,5.9,0.0,0.0,6.2
_1895,LJUBLJANA - BEŽIGRAD,2000-11-28,2.4,0.0,0.0,2.5
_1895,LJUBLJANA - BEŽIGRAD,2000-11-29,2.2,0.0,0.0,4.5
_1895,LJUBLJANA - BEŽIGRAD,2000-11-30,3.1,0.0,0.0,4.4
_1895,LJUBLJANA - BEŽIGRAD,2000-12-01,7.8,0.0,0.0,7.2
_1895,LJUBLJANA - BEŽIGRAD,2000-12-02,9.2,0.0,0.0,3.4
_1895,LJUBLJANA - BEŽIGRAD,2000-12-03,11.0,0.0,0.0,1.1
_1895,LJUBLJANA - BEŽIGRAD,2000-12-04,7.3,0.0,0.0,0.0
_1895,LJUBLJANA - BEŽIGRAD,2000-12-05,6.0,0.2,0.0,0.0
_1895,LJUBLJANA - BEŽIGRAD,2000-12-06,5.7,0.2,0.0,0.0
_1895,LJUBLJANA - BEŽIGRAD,2000-12-07,9.9,0.0,0.0,0.0
_1895,LJUBLJANA - BEŽIGRAD,2000-12-08,13.1,0.0,0.0,0.2
_1895,LJUBLJANA - BEŽIGRAD,2000-12-09,13.5,0.0,0.0,1.1
_1895,LJUBLJANA - BEŽIGRAD,2000-12-10,10.6,8.0,0.0,7.2
_1895,LJUBLJANA - BEŽIGRAD,2000-12-11,7.7,0.0,0.0,2.5
_1895,LJUBLJANA - BEŽIGRAD,2000-12-12,5.5,0.0,0.0,0.4
_1895,LJUBLJANA - BEŽIGRAD,2000-12-13,6.9,0.0,0.0,0.0
_1895,LJUBLJANA - BEŽIGRAD,2000-12-14,5.8,0.0,0.0,0.0
_1895,LJUBLJANA - BEŽIGRAD,2000-12-15,5.1,4.0,0.0,0.0
_1895,LJUBLJANA - BEŽIGRAD,2000-12-16,1.1,38.8,0.0,0.4
_1895,LJUBLJANA - BEŽIGRAD,2000-12-17,0.7,0.0,0.0,0.0
_1895,LJUBLJANA - BEŽIGRAD,2000-12-18,0.6,0.0,0.0,0.0
_1895,LJUBLJANA - BEŽIGRAD,2000-12-19,0.9,0.0,0.0,1.1
_1895,LJUBLJANA - BEŽIGRAD,2000-12-20,0.6,0.5,0.0,5.4
_1895,LJUBLJANA - BEŽIGRAD,2000-12-21,-1.2,0.0,0.0,0.0
_1895,LJUBLJANA - BEŽIGRAD,2000-12-22,-3.1,0.0,0.0,0.0
_1895,LJUBLJANA - BEŽIGRAD,2000-12-23,-4.6,0.0,0.0,6.8
_1895,LJUBLJANA - BEŽIGRAD,2000-12-24,2.1,0.0,0.0,3.4
_1895,LJUBLJANA - BEŽIGRAD,2000-12-25,3.9,4.7,0.0,0.1
_1895,LJUBLJANA - BEŽIGRAD,2000-12-26,7.7,19.4,0.0,1.5
_1895,LJUBLJANA - BEŽIGRAD,2000-12-27,6.4,10.0,0.0,0.1
_1895,LJUBLJANA - BEŽIGRAD,2000-12-28,6.4,25.4,0.0,0.0
_1895,LJUBLJANA - BEŽIGRAD,2000-12-29,3.0,11.9,0.0,0.0
_1895,LJUBLJANA - BEŽIGRAD,2000-12-30,1.6,21.0,4.0,4.0
_1895,LJUBLJANA - BEŽIGRAD,2000-12-31,-0.5,0.4,0.0,0.8
_1895,LJUBLJANA - BEŽIGRAD,2001-01-01,-2.7,0.0,0.0,2.2
_1895,LJUBLJANA - BEŽIGRAD,2001-01-02,3.1,0.0,0.0,0.0
_1895,LJUBLJANA - BEŽIGRAD,2001-01-03,6.1,5.1,0.0,0.0
_1895,LJUBLJANA - BEŽIGRAD,2001-01-04,6.1,3.5,0.0,0.0
_1895,LJUBLJANA - BEŽIGRAD,2001-01-05,5.9,1.4,0.0,0.0
_1895,LJUBLJANA - BEŽIGRAD,2001-01-06,10.4,1.2,0.0,0.0
_1895,LJUBLJANA - BEŽIGRAD,2001-01-07,12.0,7.0,0.0,0.6
_1895,LJUBLJANA - BEŽIGRAD,2001-01-08,8.0,1.2,0.0,0.0
_1895,LJUBLJANA - BEŽIGRAD,2001-01-09,6.2,37.4,0.0,4.5
_1895,LJUBLJANA - BEŽIGRAD,2001-01-10,7.0,0.7,0.0,1.8
_1895,LJUBLJANA - BEŽIGRAD,2001-01-11,8.9,0.7,0.0,0.1
_1895,LJUBLJANA - BEŽIGRAD,2001-01-12,2.9,2.2,0.0,0.0
_1895,LJUBLJANA - BEŽIGRAD,2001-01-13,-0.7,0.4,0.0,4.6
_1895,LJUBLJANA - BEŽIGRAD,2001-01-14,-1.1,0.0,0.0,5.1
_1895,LJUBLJANA - BEŽIGRAD,2001-01-15,-2.2,0.0,0.0,5.2
_1895,LJUBLJANA - BEŽIGRAD,2001-01-16,-2.4,0.0,0.0,0.0
_1895,LJUBLJANA - BEŽIGRAD,2001-01-17,-1.8,0.0,0.0,0.0
_1895,LJUBLJANA - BEŽIGRAD,2001-01-18,-0.5,0.0,0.0,0.0
_1895,LJUBLJANA - BEŽIGRAD,2001-01-19,1.0,2.4,3.0,0.0
_1895,LJUBLJANA - BEŽIGRAD,2001-01-20,0.8,0.0,0.0,0.0
_1895,LJUBLJANA - BEŽIGRAD,2001-01-21,-0.6,0.1,0.0,0.0
_1895,LJUBLJANA - BEŽIGRAD,2001-01-22,-0.1,1.4,1.0,0.0
_1895,LJUBLJANA - BEŽIGRAD,2001-01-23,2.4,0.2,0.0,0.0
_1895,LJUBLJANA - BEŽIGRAD,2001-01-24,4.2,1.8,0.0,0.0
_1895,LJUBLJANA - BEŽIGRAD,2001-01-25,8.5,6.3,0.0,0.0
_1895,LJUBLJANA - BEŽIGRAD,2001-01-26,8.7,57.6,0.0,1.1
_1895,LJUBLJANA - BEŽIGRAD,2001-01-27,4.6,5.4,0.0,0.1
_1895,LJUBLJANA - BEŽIGRAD,2001-01-28,3.7,13.2,0.0,0.1
_1895,LJUBLJANA - BEŽIGRAD,2001-01-29,2.8,3.3,0.0,0.0
_1895,LJUBLJANA - BEŽIGRAD,2001-01-30,1.6,1.5,0.0,0.0
_1895,LJUBLJANA - BEŽIGRAD,2001-01-31,1.4,4.5,0.0,0.6
_1895,LJUBLJANA - BEŽIGRAD,2001-02-01,0.8,0.0,0.0,5.0
_1895,LJUBLJANA - BEŽIGRAD,2001-02-02,-0.8,0.0,0.0,8.2
_1895,LJUBLJANA - BEŽIGRAD,2001-02-03,1.9,0.0,0.0,3.7
_1895,LJUBLJANA - BEŽIGRAD,2001-02-04,6.9,0.0,0.0,0.2
_1895,LJUBLJANA - BEŽIGRAD,2001-02-05,8.8,0.2,0.0,0.3
_1895,LJUBLJANA - BEŽIGRAD,2001-02-06,10.0,0.6,0.0,0.3
_1895,LJUBLJANA - BEŽIGRAD,2001-02-07,11.0,0.0,0.0,3.7
_1895,LJUBLJANA - BEŽIGRAD,2001-02-08,10.8,0.0,0.0,5.0
_1895,LJUBLJANA - BEŽIGRAD,2001-02-09,8.2,1.0,0.0,2.5
_1895,LJUBLJANA - BEŽIGRAD,2001-02-10,6.7,8.8,0.0,1.1
_1895,LJUBLJANA - BEŽIGRAD,2001-02-11,4.5,0.6,0.0,5.5
_1895,LJUBLJANA - BEŽIGRAD,2001-02-12,3.8,0.0,0.0,4.4
_1895,LJUBLJANA - BEŽIGRAD,2001-02-13,5.6,0.0,0.0,3.9
_1895,LJUBLJANA - BEŽIGRAD,2001-02-14,6.1,0.0,0.0,8.6
_1895,LJUBLJANA - BEŽIGRAD,2001-02-15,4.4,0.0,0.0,8.7
_1895,LJUBLJANA - BEŽIGRAD,2001-02-16,5.9,0.0,0.0,8.8
_1895,LJUBLJANA - BEŽIGRAD,2001-02-17,6.3,0.0,0.0,7.5
_1895,LJUBLJANA - BEŽIGRAD,2001-02-18,7.1,0.0,0.0,7.1
_1895,LJUBLJANA - BEŽIGRAD,2001-02-19,4.5,0.0,0.0,6.4
_1895,LJUBLJANA - BEŽIGRAD,2001-02-20,5.4,0.0,0.0,6.6
_1895,LJUBLJANA - BEŽIGRAD,2001-02-21,4.9,0.0,0.0,4.3
_1895,LJUBLJANA - BEŽIGRAD,2001-02-22,6.7,0.0,0.0,8.8
_1895,LJUBLJANA - BEŽIGRAD,2001-02-23,3.9,0.0,0.0,0.8
_1895,LJUBLJANA - BEŽIGRAD,2001-02-24,-0.1,2.9,1.0,0.0
_1895,LJUBLJANA - BEŽIGRAD,2001-02-25,0.0,1.4,0.0,0.0
_1895,LJUBLJANA - BEŽIGRAD,2001-02-26,-0.6,0.0,0.0,0.3
_1895,LJUBLJANA - BEŽIGRAD,2001-02-27,-0.2,0.0,0.0,5.4
_1895,LJUBLJANA - BEŽIGRAD,2001-02-28,-1.6,0.0,0.0,0.0
_1895,LJUBLJANA - BEŽIGRAD,2001-03-01,1.7,8.6,9.0,6.4
_1895,LJUBLJANA - BEŽIGRAD,2001-03-02,3.1,0.0,0.0,4.1
_1895,LJUBLJANA - BEŽIGRAD,2001-03-03,3.9,26.9,2.0,0.0
_1895,LJUBLJANA - BEŽIGRAD,2001-03-04,11.3,23.7,0.0,0.7
_1895,LJUBLJANA - BEŽIGRAD,2001-03-05,8.6,11.2,0.0,0.1
_1895,LJUBLJANA - BEŽIGRAD,2001-03-06,3.2,13.5,0.0,0.0
_1895,LJUBLJANA - BEŽIGRAD,2001-03-07,4.5,0.0,0.0,1.7
_1895,LJUBLJANA - BEŽIGRAD,2001-03-08,6.4,0.0,0.0,0.0
_1895,LJUBLJANA - BEŽIGRAD,2001-03-09,8.7,0.3,0.0,1.9
_1895,LJUBLJANA - BEŽIGRAD,2001-03-10,10.0,11.5,0.0,2.5
_1895,LJUBLJANA - BEŽIGRAD,2001-03-11,9.9,0.0,0.0,7.8
_1895,LJUBLJANA - BEŽIGRAD,2001-03-12,11.4,0.0,0.0,0.8
_1895,LJUBLJANA - BEŽIGRAD,2001-03-13,6.5,5.4,0.0,0.0
_1895,LJUBLJANA - BEŽIGRAD,2001-03-14,8.4,38.0,0.0,5.7
_1895,LJUBLJANA - BEŽIGRAD,2001-03-15,9.4,0.7,0.0,5.8
_1895,LJUBLJANA - BEŽIGRAD,2001-03-16,11.2,0.0,0.0,6.0
_1895,LJUBLJANA - BEŽIGRAD,2001-03-17,11.4,0.0,0.0,0.2
_1895,LJUBLJANA - BEŽIGRAD,2001-03-18,11.7,5.5,0.0,4.7
_1895,LJUBLJANA - BEŽIGRAD,2001-03-19,12.2,0.2,0.0,3.9
_1895,LJUBLJANA - BEŽIGRAD,2001-03-20,6.4,0.9,0.0,0.0
_1895,LJUBLJANA - BEŽIGRAD,2001-03-21,10.3,0.0,0.0,0.0
_1895,LJUBLJANA - BEŽIGRAD,2001-03-22,11.6,4.5,0.0,2.6
_1895,LJUBLJANA - BEŽIGRAD,2001-03-23,13.1,6.5,0.0,4.1
_1895,LJUBLJANA - BEŽIGRAD,2001-03-24,14.4,0.0,0.0,7.9
_1895,LJUBLJANA - BEŽIGRAD,2001-03-25,17.2,0.0,0.0,9.9
_1895,LJUBLJANA - BEŽIGRAD,2001-03-26,13.2,15.5,0.0,7.2
_1895,LJUBLJANA - BEŽIGRAD,2001-03-27,3.4,5.7,0.0,0.0
_1895,LJUBLJANA - BEŽIGRAD,2001-03-28,4.3,2.0,0.0,0.2
_1895,LJUBLJANA - BEŽIGRAD,2001-03-29,5.4,4.1,0.0,0.0
_1895,LJUBLJANA - BEŽIGRAD,2001-03-30,8.7,13.6,0.0,0.0
_1895,LJUBLJANA - BEŽIGRAD,2001-03-31,11.2,1.9,0.0,2.8
_1895,LJUBLJANA - BEŽIGRAD,2001-04-01,10.8,0.0,0.0,8.7
_1895,LJUBLJANA - BEŽIGRAD,2001-04-02,10.7,0.0,0.0,10.9
_1895,LJUBLJANA - BEŽIGRAD,2001-04-03,12.3,0.0,0.0,11.1
_1895,LJUBLJANA - BEŽIGRAD,2001-04-04,11.7,0.0,0.0,9.5
_1895,LJUBLJANA - BEŽIGRAD,2001-04-05,8.0,3.0,0.0,1.4
_1895,LJUBLJANA - BEŽIGRAD,2001-04-06,10.8,21.3,0.0,9.8
_1895,LJUBLJANA - BEŽIGRAD,2001-04-07,9.1,0.0,0.0,1.9
_1895,LJUBLJANA - BEŽIGRAD,2001-04-08,8.4,10.4,0.0,0.0
_1895,LJUBLJANA - BEŽIGRAD,2001-04-09,10.0,8.4,0.0,10.3
_1895,LJUBLJANA - BEŽIGRAD,2001-04-10,10.3,0.0,0.0,11.1
_1895,LJUBLJANA - BEŽIGRAD,2001-04-11,7.6,0.1,0.0,0.0
_1895,LJUBLJANA - BEŽIGRAD,2001-04-12,11.3,19.0,0.0,3.6
_1895,LJUBLJANA - BEŽIGRAD,2001-04-13,6.2,0.0,0.0,5.3
_1895,LJUBLJANA - BEŽIGRAD,2001-04-14,4.3,0.3,0.0,10.6
_1895,LJUBLJANA - BEŽIGRAD,2001-04-15,5.6,0.0,0.0,9.4
_1895,LJUBLJANA - BEŽIGRAD,2001-04-16,5.6,0.0,0.0,0.8
_1895,LJUBLJANA - BEŽIGRAD,2001-04-17,7.6,6.8,0.0,1.8
_1895,LJUBLJANA - BEŽIGRAD,2001-04-18,8.0,0.1,0.0,1.0
_1895,LJUBLJANA - BEŽIGRAD,2001-04-19,9.1,0.0,0.0,4.0
_1895,LJUBLJANA - BEŽIGRAD,2001-04-20,8.7,4.4,0.0,0.6
_1895,LJUBLJANA - BEŽIGRAD,2001-04-21,8.8,7.0,0.0,4.5
_1895,LJUBLJANA - BEŽIGRAD,2001-04-22,8.7,5.4,0.0,1.4
_1895,LJUBLJANA - BEŽIGRAD,2001-04-23,11.2,0.0,0.0,12.7
_1895,LJUBLJANA - BEŽIGRAD,2001-04-24,12.6,0.0,0.0,13.0
_1895,LJUBLJANA - BEŽIGRAD,2001-04-25,13.6,0.0,0.0,8.4
_1895,LJUBLJANA - BEŽIGRAD,2001-04-26,9.3,0.0,0.0,0.0
_1895,LJUBLJANA - BEŽIGRAD,2001-04-27,11.6,2.7,0.0,9.9
_1895,LJUBLJANA - BEŽIGRAD,2001-04-28,14.7,0.0,0.0,12.3
_1895,LJUBLJANA - BEŽIGRAD,2001-04-29,16.8,0.0,0.0,12.1
_1895,LJUBLJANA - BEŽIGRAD,2001-04-30,19.0,0.0,0.0,12.8
_1895,LJUBLJANA - BEŽIGRAD,2001-05-01,19.6,0.0,0.0,12.9
_1895,LJUBLJANA - BEŽIGRAD,2001-05-02,20.4,0.0,0.0,11.8
_1895,LJUBLJANA - BEŽIGRAD,2001-05-03,16.8,0.0,0.0,9.5
_1895,LJUBLJANA - BEŽIGRAD,2001-05-04,15.5,1.3,0.0,4.3
_1895,LJUBLJANA - BEŽIGRAD,2001-05-05,17.1,3.4,0.0,6.4
_1895,LJUBLJANA - BEŽIGRAD,2001-05-06,13.5,9.9,0.0,1.9
_1895,LJUBLJANA - BEŽIGRAD,2001-05-07,13.9,5.9,0.0,2.3
_1895,LJUBLJANA - BEŽIGRAD,2001-05-08,14.6,2.7,0.0,0.3
_1895,LJUBLJANA - BEŽIGRAD,2001-05-09,14.6,1.3,0.0,5.6
_1895,LJUBLJANA - BEŽIGRAD,2001-05-10,15.4,2.0,0.0,10.4
_1895,LJUBLJANA - BEŽIGRAD,2001-05-11,16.7,0.0,0.0,10.4
_1895,LJUBLJANA - BEŽIGRAD,2001-05-12,16.4,0.0,0.0,12.7
_1895,LJUBLJANA - BEŽIGRAD,2001-05-13,14.9,0.0,0.0,11.0
_1895,LJUBLJANA - BEŽIGRAD,2001-05-14,15.9,0.0,0.0,11.8
_1895,LJUBLJANA - BEŽIGRAD,2001-05-15,15.4,0.0,0.0,3.8
_1895,LJUBLJANA - BEŽIGRAD,2001-05-16,17.5,1.6,0.0,7.9
_1895,LJUBLJANA - BEŽIGRAD,2001-05-17,18.8,0.0,0.0,9.0
_1895,LJUBLJANA - BEŽIGRAD,2001-05-18,15.8,0.0,0.0,5.0
_1895,LJUBLJANA - BEŽIGRAD,2001-05-19,14.6,13.2,0.0,13.2
_1895,LJUBLJANA - BEŽIGRAD,2001-05-20,16.5,0.0,0.0,12.4
_1895,LJUBLJANA - BEŽIGRAD,2001-05-21,13.8,0.0,0.0,0.0
_1895,LJUBLJANA - BEŽIGRAD,2001-05-22,15.3,12.9,0.0,0.2
_1895,LJUBLJANA - BEŽIGRAD,2001-05-23,16.9,0.0,0.0,7.0
_1895,LJUBLJANA - BEŽIGRAD,2001-05-24,18.3,0.0,0.0,12.6
_1895,LJUBLJANA - BEŽIGRAD,2001-05-25,18.5,0.0,0.0,7.3
_1895,LJUBLJANA - BEŽIGRAD,2001-05-26,20.0,0.0,0.0,13.6
_1895,LJUBLJANA - BEŽIGRAD,2001-05-27,21.3,0.0,0.0,12.3
_1895,LJUBLJANA - BEŽIGRAD,2001-05-28,23.9,0.0,0.0,10.4
_1895,LJUBLJANA - BEŽIGRAD,2001-05-29,23.0,0.0,0.0,5.7
_1895,LJUBLJANA - BEŽIGRAD,2001-05-30,22.2,0.0,0.0,10.6
_1895,LJUBLJANA - BEŽIGRAD,2001-05-31,17.1,79.9,0.0,1.7
_1895,LJUBLJANA - BEŽIGRAD,2001-06-01,14.8,44.2,0.0,12.0
_1895,LJUBLJANA - BEŽIGRAD,2001-06-02,14.7,1.6,0.0,5.3
_1895,LJUBLJANA - BEŽIGRAD,2001-06-03,11.7,0.0,0.0,7.2
_1895,LJUBLJANA - BEŽIGRAD,2001-06-04,15.0,16.1,0.0,13.5
_1895,LJUBLJANA - BEŽIGRAD,2001-06-05,16.8,0.0,0.0,14.5
_1895,LJUBLJANA - BEŽIGRAD,2001-06-06,14.3,0.0,0.0,3.8
_1895,LJUBLJANA - BEŽIGRAD,2001-06-07,17.7,10.3,0.0,11.2
_1895,LJUBLJANA - BEŽIGRAD,2001-06-08,19.4,0.0,0.0,13.6
_1895,LJUBLJANA - BEŽIGRAD,2001-06-09,20.1,0.0,0.0,10.3
_1895,LJUBLJANA - BEŽIGRAD,2001-06-10,18.9,0.0,0.0,6.9
_1895,LJUBLJANA - BEŽIGRAD,2001-06-11,12.5,0.3,0.0,2.8
_1895,LJUBLJANA - BEŽIGRAD,2001-06-12,14.3,27.8,0.0,10.3
_1895,LJUBLJANA - BEŽIGRAD,2001-06-13,16.5,0.0,0.0,6.7
_1895,LJUBLJANA - BEŽIGRAD,2001-06-14,15.7,0.0,0.0,6.8
_1895,LJUBLJANA - BEŽIGRAD,2001-06-15,19.6,17.6,0.0,10.2
_1895,LJUBLJANA - BEŽIGRAD,2001-06-16,21.1,0.0,0.0,12.8
_1895,LJUBLJANA - BEŽIGRAD,2001-06-17,15.5,1.6,0.0,2.7
_1895,LJUBLJANA - BEŽIGRAD,2001-06-18,16.5,15.3,0.0,3.8
_1895,LJUBLJANA - BEŽIGRAD,2001-06-19,18.2,0.7,0.0,11.3
_1895,LJUBLJANA - BEŽIGRAD,2001-06-20,19.3,0.0,0.0,14.0
_1895,LJUBLJANA - BEŽIGRAD,2001-06-21,20.3,0.0,0.0,14.3
_1895,LJUBLJANA - BEŽIGRAD,2001-06-22,20.9,0.0,0.0,10.3
_1895,LJUBLJANA - BEŽIGRAD,2001-06-23,18.8,0.0,0.0,5.6
_1895,LJUBLJANA - BEŽIGRAD,2001-06-24,21.7,0.0,0.0,11.4
_1895,LJUBLJANA - BEŽIGRAD,2001-06-25,22.6,0.0,0.0,13.9
_1895,LJUBLJANA - BEŽIGRAD,2001-06-26,23.3,0.0,0.0,10.6
_1895,LJUBLJANA - BEŽIGRAD,2001-06-27,23.9,0.0,0.0,13.5
_1895,LJUBLJANA - BEŽIGRAD,2001-06-28,23.4,0.0,0.0,7.9
_1895,LJUBLJANA - BEŽIGRAD,2001-06-29,20.4,3.5,0.0,2.1
_1895,LJUBLJANA - BEŽIGRAD,2001-06-30,22.6,8.4,0.0,11.9
_1895,LJUBLJANA - BEŽIGRAD,2001-07-01,19.9,11.3,0.0,7.5
_1895,LJUBLJANA - BEŽIGRAD,2001-07-02,19.4,0.0,0.0,9.0
_1895,LJUBLJANA - BEŽIGRAD,2001-07-03,17.9,0.0,0.0,10.7
_1895,LJUBLJANA - BEŽIGRAD,2001-07-04,19.7,0.6,0.0,7.7
_1895,LJUBLJANA - BEŽIGRAD,2001-07-05,21.6,0.0,0.0,8.4
_1895,LJUBLJANA - BEŽIGRAD,2001-07-06,24.0,0.0,0.0,7.7
_1895,LJUBLJANA - BEŽIGRAD,2001-07-07,24.4,0.0,0.0,12.5
_1895,LJUBLJANA - BEŽIGRAD,2001-07-08,23.0,0.0,0.0,14.0
_1895,LJUBLJANA - BEŽIGRAD,2001-07-09,20.9,0.1,0.0,6.0
_1895,LJUBLJANA - BEŽIGRAD,2001-07-10,21.6,0.0,0.0,4.9
_1895,LJUBLJANA - BEŽIGRAD,2001-07-11,24.1,0.3,0.0,14.0
_1895,LJUBLJANA - BEŽIGRAD,2001-07-12,18.2,0.0,0.0,0.9
_1895,LJUBLJANA - BEŽIGRAD,2001-07-13,22.7,0.0,0.0,12.0
_1895,LJUBLJANA - BEŽIGRAD,2001-07-14,25.2,0.0,0.0,13.6
_1895,LJUBLJANA - BEŽIGRAD,2001-07-15,26.7,0.0,0.0,13.3
_1895,LJUBLJANA - BEŽIGRAD,2001-07-16,22.7,0.0,0.0,6.5
_1895,LJUBLJANA - BEŽIGRAD,2001-07-17,18.8,8.3,0.0,4.7
_1895,LJUBLJANA - BEŽIGRAD,2001-07-18,20.0,0.2,0.0,9.0
_1895,LJUBLJANA - BEŽIGRAD,2001-07-19,22.2,4.1,0.0,9.7
_1895,LJUBLJANA - BEŽIGRAD,2001-07-20,16.4,7.9,0.0,0.8
_1895,LJUBLJANA - BEŽIGRAD,2001-07-21,20.3,9.1,0.0,11.4
_1895,LJUBLJANA - BEŽIGRAD,2001-07-22,20.6,0.1,0.0,10.9
_1895,LJUBLJANA - BEŽIGRAD,2001-07-23,22.7,0.0,0.0,13.0
_1895,LJUBLJANA - BEŽIGRAD,2001-07-24,21.7,0.0,0.0,5.6
_1895,LJUBLJANA - BEŽIGRAD,2001-07-25,22.2,0.0,0.0,2.9
_1895,LJUBLJANA - BEŽIGRAD,2001-07-26,23.8,0.0,0.0,10.5
_1895,LJUBLJANA - BEŽIGRAD,2001-07-27,23.4,0.0,0.0,10.4
_1895,LJUBLJANA - BEŽIGRAD,2001-07-28,24.0,0.0,0.0,12.6
_1895,LJUBLJANA - BEŽIGRAD,2001-07-29,24.7,0.6,0.0,10.9
_1895,LJUBLJANA - BEŽIGRAD,2001-07-30,22.8,5.3,0.0,10.5
_1895,LJUBLJANA - BEŽIGRAD,2001-07-31,24.5,0.0,0.0,13.8
_1895,LJUBLJANA - BEŽIGRAD,2001-08-01,26.5,0.0,0.0,13.3
_1895,LJUBLJANA - BEŽIGRAD,2001-08-02,26.2,0.0,0.0,13.1
_1895,LJUBLJANA - BEŽIGRAD,2001-08-03,27.3,0.0,0.0,13.0
_1895,LJUBLJANA - BEŽIGRAD,2001-08-04,27.1,0.0,0.0,12.7
_1895,LJUBLJANA - BEŽIGRAD,2001-08-05,20.7,0.0,0.0,7.0
_1895,LJUBLJANA - BEŽIGRAD,2001-08-06,20.8,0.6,0.0,9.6
_1895,LJUBLJANA - BEŽIGRAD,2001-08-07,23.4,0.0,0.0,13.6
_1895,LJUBLJANA - BEŽIGRAD,2001-08-08,25.5,0.0,0.0,13.6
_1895,LJUBLJANA - BEŽIGRAD,2001-08-09,24.9,0.0,0.0,10.9
_1895,LJUBLJANA - BEŽIGRAD,2001-08-10,23.5,0.0,0.0,9.0
_1895,LJUBLJANA - BEŽIGRAD,2001-08-11,14.4,8.7,0.0,1.5
_1895,LJUBLJANA - BEŽIGRAD,2001-08-12,17.5,20.2,0.0,10.9
_1895,LJUBLJANA - BEŽIGRAD,2001-08-13,20.0,0.0,0.0,12.2
_1895,LJUBLJANA - BEŽIGRAD,2001-08-14,23.0,0.0,0.0,13.1
_1895,LJUBLJANA - BEŽIGRAD,2001-08-15,24.0,0.0,0.0,13.2
_1895,LJUBLJANA - BEŽIGRAD,2001-08-16,25.4,0.0,0.0,12.9
_1895,LJUBLJANA - BEŽIGRAD,2001-08-17,25.0,0.0,0.0,12.2
_1895,LJUBLJANA - BEŽIGRAD,2001-08-18,25.1,0.0,0.0,10.3
_1895,LJUBLJANA - BEŽIGRAD,2001-08-19,24.5,0.0,0.0,11.4
_1895,LJUBLJANA - BEŽIGRAD,2001-08-20,21.5,0.0,0.0,8.3
_1895,LJUBLJANA - BEŽIGRAD,2001-08-21,21.8,2.9,0.0,5.7
_1895,LJUBLJANA - BEŽIGRAD,2001-08-22,22.8,0.0,0.0,11.3
_1895,LJUBLJANA - BEŽIGRAD,2001-08-23,23.0,0.2,0.0,9.2
